drug_kegg_id,target_ko_number
D10633,K08555
D07305,K04146
D08458,K04838
D00430,K05181
D00760,K04810
D02995,K04153
D03959,K05718
D00657,K14426
D08646,K04267
D00272,K14426
D04148,K04157
D01243,K04836
D02357,K04153
D10199,K05035
D03914,K04137
D01280,K05357
D04148,K20719
D00426,K04145
D01164,K04153
D02618,K05186
D02272,K04843
D00763,K04806
D05621,K05175
D00600,K04142
D00637,K04837
D01896,K13296
D08611,K04138
D08226,K04145
D11898,K04577
D04034,K04145
D08181,K04838
D00778,K04129
D00796,K04145
D01471,K04141
D02969,K04833
D01455,K04833
D08311,K04838
D00611,K04814
D00555,K05192
D12252,K01335
D08101,K04214
D01254,K05181
D01152,K04833
D00386,K04827
D01287,K04834
D01485,K04145
D01485,K04137
D00842,K04215
D00553,K04841
D00553,K04843
D00568,K11987
D08385,K04157
D07156,K04141
D07894,K04833
D08181,K04841
D03783,K04213
D07119,K00787
D01939,K04145
D03914,K04997
D01236,K04226
D07581,K00509
D08458,K04836
D03881,K04141
D00313,K14425
D08411,K04136
D02358,K04141
D07834,K04140
D00477,K04840
D08662,K04135
D07931,K04135
D01115,K08555
D00767,K04811
D08385,K04145
D05482,K05033
D02969,K04842
D11659,K04228
D09994,K04263
D06623,K04145
D00430,K05185
D02618,K05185
D07298,K05185
D00759,K04810
D00787,K04129
D00470,K05184
D12265,K17751
D00738,K04840
D00767,K04807
D00693,K05181
D11261,K03909
D07870,K05840
D01238,K18438
D01287,K04842
D01328,K05186
D00430,K05184
D01382,K05186
D01482,K04145
D07273,K04809
D07993,K04838
D00464,K05181
D07854,K04149
D00499,K05175
D00776,K04138
D09819,K04157
D02103,K04841
D00308,K04135
D00639,K04836
D01287,K04838
D00375,K04842
D00280,K05181
D07273,K04806
D02252,K05189
D00759,K04809
D01448,K04145
D00754,K03156
D02910,K04840
D02976,K04142
D00637,K04836
D00313,K10951
D01326,K04836
D00426,K04157
D00463,K11987
D01902,K04149
D08358,K04138
D01844,K03911
D01455,K04840
D07894,K04840
D01227,K04198
D02976,K04141
D00432,K04142
D06881,K01539
D00255,K04135
D05206,K04136
D00302,K13762
D00059,K05840
D06007,K05035
D07945,K20719
D07838,K04153
D03914,K04853
D01227,K04197
D08647,K04267
D00477,K04843
D01326,K04837
D00767,K04810
D04087,K04130
D02910,K04842
D02910,K04843
D09569,K04927
D08623,K04215
D02604,K04144
D11406,K13129
D02969,K04841
D12441,K03899
D07303,K04132
D00470,K05181
D08284,K04140
D04034,K04138
D00354,K04836
D04095,K04834
D00679,K04136
D00847,K04214
D00701,K05181
D08181,K04843
D00738,K04843
D00499,K05185
D00639,K04834
D08001,K10951
D08585,K04145
D04650,K05181
D05077,K04838
D08662,K04137
D01810,K05032
D05181,K11987
D01287,K04840
D02211,K04153
D03264,K04132
D04882,K05175
D08157,K04130
D10338,K04153
D00555,K05175
D11150,K04843
D00702,K04153
D08614,K04136
D09794,K04138
D09794,K04139
D07845,K04853
D09546,K01314
D02208,K04145
D00241,K04615
D06147,K04215
D02340,K04145
D01182,K04143
D00611,K04803
D00492,K04811
D03254,K00509
D02340,K04157
D08106,K04141
D00109,K11987
D07303,K04133
D08157,K04133
D10516,K04157
D00495,K04851
D08181,K04837
D10199,K04215
D07581,K11987
D01445,K04137
D02248,K04145
D06623,K04147
D01164,K04146
D00559,K04145
D00555,K05189
D07312,K04145
D08385,K04153
D07182,K04143
D07064,K05357
D08284,K04136
D08458,K04840
D00762,K00501
D01326,K04843
D05206,K04139
D01871,K04129
D02910,K04905
D07165,K04954
D00507,K04136
D05206,K04135
D01573,K04135
D00252,K04833
D01268,K05186
D08100,K04215
D00698,K05184
D09612,K04833
D00785,K00274
D02825,K04153
D00267,K05185
D02253,K05186
D00376,K05184
D10355,K04145
D02092,K04157
D00765,K04806
D01450,K04840
D00498,K04215
D08653,K04133
D00539,K04856
D07593,K04145
D02355,K11987
D00538,K04843
D00169,K00509
D06645,K01278
D00274,K04819
D03824,K04132
D08689,K00787
D07269,K00509
D04048,K04843
D00403,K04145
D08638,K04133
D11169,K04157
D00782,K04129
D00338,K05175
D10355,K04146
D07081,K04129
D04820,K04157
D09612,K04837
D08426,K04132
D00843,K04215
D07272,K04808
D05523,K04157
D07083,K04131
D08382,K04133
D10673,K04577
D08426,K04131
D01675,K11987
D01292,K05185
D01513,K11987
D10309,K04157
D04300,K05184
D11034,K04527
D10262,K01278
D07820,K04131
D01841,K00509
D13092,K14342
D07083,K04133
D11927,K04202
D08246,K04213
D00536,K05208
D10364,K04145
D01513,K00509
D02323,K00011
D07299,K04836
D07301,K04131
D01514,K05185
D08494,K04150
D00678,K04819
D00500,K05189
D08389,K04130
D07089,K18438
D07089,K13755
D00720,K04133
D05768,K04145
D08653,K04132
D08490,K04837
D03274,K04139
D01898,K04145
D07272,K04815
D00717,K04129
D08382,K04129
D07070,K04130
D00536,K05210
D11988,K10366
D00774,K05209
D00774,K05212
D00512,K04833
D08283,K05185
D04479,K04132
D00355,K01543
D03825,K04215
D07837,K04153
D10780,K05197
D10780,K05200
D01056,K08208
D01377,K04130
D12747,K06466
D08209,K04132
D00376,K05189
D02571,K05035
D00765,K04811
D10158,K00274
D00774,K05210
D12743,K11407
D05458,K05037
D10796,K14342
D07089,K18437
D12742,K11404
D01522,K04145
D12816,K01543
D07122,K04215
D00765,K04804
D00782,K04132
D10653,K11217
D10120,K01543
D07080,K01278
D01201,K04131
D03731,K00274
D06388,K05222
D00538,K04854
D02535,K04130
D00536,K05213
D01675,K00509
D08419,K04131
D01765,K11987
D08160,K04133
D03230,K04527
D02968,K04222
D03824,K04133
D02941,K04215
D11054,K03994
D07129,K04819
D02535,K04132
D08343,K04215
D01253,K05175
D09539,K05034
D09876,K04157
D07468,K04843
D07977,K04145
D04056,K01543
D00784,K04147
D01811,K00509
D10364,K04146
D08425,K04130
D00764,K04809
D04102,K00509
D08389,K04133
D08325,K04131
D09893,K00720
D06878,K04131
D00428,K11987
D01118,K04132
D00797,K04145
D00596,K08530
D00677,K04819
D02613,K04145
D11106,K11219
D08490,K04838
D07301,K04130
D08638,K04129
D07441,K19394
D05092,K06452
D11025,K01136
D00765,K04809
D00537,K05199
D08976,K05405
D01740,K05192
D13013,K01542
D01377,K04129
D01854,K05004
D09612,K04843
D00764,K04806
D01514,K05184
D04548,K04527
D00537,K05198
D05575,K04145
D00506,K05185
D09215,K04838
D08283,K05181
D00765,K04814
D00376,K05181
D00512,K04837
D08283,K05189
D00720,K04129
D09612,K04841
D08426,K04129
D09680,K05087
D11583,K04215
D02613,K04144
D09539,K04861
D00969,K11987
D01841,K11987
D10403,K04215
D11798,K12316
D02626,K04145
D00270,K04149
D01245,K05186
D07316,K04146
D07595,K04841
D11342,K12407
D01105,K04145
D07976,K04145
D07306,K05211
D00593,K05032
D11106,K11217
D00533,K04840
D00792,K04145
D00538,K04856
D12743,K11404
D01165,K04131
D08639,K04215
D01451,K04130
D07589,K05210
D12742,K11418
D09215,K04841
D00783,K18211
D05008,K04145
D07595,K04843
D00512,K04836
D08283,K05192
D05459,K05035
D08209,K04129
D12743,K18671
D08144,K04214
D11360,K04580
D07820,K04129
D08513,K05035
D00270,K04138
D07468,K04838
D04300,K05189
D13015,K14382
D08116,K04834
D11169,K04145
D09889,K04581
D08389,K04131
D06887,K05186
D01450,K04838
D01253,K05192
D10936,K12332
D02253,K05185
D07468,K04840
D04479,K04131
D05014,K05062
D00365,K05184
D02991,K04842
D01545,K11987
D07951,K04130
D02535,K04131
D08490,K04836
D01292,K05175
D05032,K00720
D09948,K12320
D00681,K04153
D06887,K05175
D00512,K04841
D03562,K05185
D07081,K04130
D01165,K04132
D00799,K04145
D04102,K11987
D01316,K05184
D08374,K00509
D01765,K00509
D07836,K04145
D11617,K04153
D01532,K04130
D05775,K04841
D08653,K04131
D01316,K05185
D05523,K04153
D08988,K04222
D07821,K04130
D04056,K01542
D00355,K01542
D08246,K04215
D07468,K04841
D05740,K04153
D10313,K14382
D05259,K01542
D00942,K00787
D08255,K04153
D01316,K05175
D11313,K04577
D08597,K04215
D02535,K04133
D03562,K05192
D01005,K04131
D07130,K01948
D08879,K06258
D09215,K04837
D00561,K04145
D00721,K04133
D07887,K04153
D10333,K01132
D07302,K04131
D00537,K05197
D00537,K05200
D00536,K05212
D08425,K04129
D08374,K11987
D00561,K04157
D02770,K05186
D08160,K04130
D11170,K04145
D07065,K04144
D00367,K05037
D00765,K04805
D03276,K04131
D11817,K11219
D03562,K05184
D03562,K05186
D12743,K11418
D10653,K04447
D07099,K04130
D08456,K04145
D00270,K04140
D10309,K04145
D09974,K00502
D08382,K04132
D05459,K05036
D13012,K01542
D02535,K04129
D07700,K04160
D02275,K04812
D00365,K05175
D11559,K13129
D02612,K04146
D00332,K04860
D00774,K05213
D09568,K11987
D06597,K04222
D00367,K05036
D00726,K04145
D01450,K04836
D00764,K04811
D10780,K05198
D00462,K08557
D07302,K04132
D02666,K04157
D08116,K04843
D00506,K05192
D08283,K05184
D00765,K04813
D08160,K04131
D03207,K12316
D00444,K08557
D01518,K08539
D00765,K04815
D02666,K04145
D00332,K04858
D07272,K04809
D01740,K05189
D07097,K04135
D01994,K04160
D04300,K05192
D00169,K11987
D09756,K01278
D01201,K04132
D06379,K00787
D08160,K04129
D10375,K04215
D07089,K13293
D07589,K05209
D02716,K04860
D04300,K05181
D08273,K04215
D06553,K01278
D01377,K04133
D01532,K04132
D01447,K04145
D02599,K05209
D02770,K05181
D07701,K04153
D00219,K05032
D07089,K13298
D00723,K04129
D01450,K04833
D08116,K04841
D08035,K04145
D05218,K06466
D07272,K04806
D00151,K11987
D00338,K05184
D09568,K00509
D02608,K04145
D02599,K05208
D03562,K05175
D07306,K05210
D09566,K01278
D00365,K05186
D11082,K05131
D10881,K13129
D02227,K04214
D08655,K04806
D02991,K04837
D00506,K05184
D08419,K04129
D11528,K10366
D08426,K04130
D07088,K13293
D08653,K04129
D00533,K04836
D00481,K04130
D00681,K04163
D04965,K04145
D08144,K04213
D01201,K04129
D04820,K04145
D08363,K00509
D00376,K05186
D02770,K05189
D08653,K04130
D00533,K04837
D01245,K05181
D00512,K04834
D12484,K07294
D01891,K04260
D00717,K04130
D08054,K04149
D01111,K05032
D05177,K00457
D10944,K11217
D08434,K11987
D02275,K04817
D04300,K05175
D00274,K04160
D00536,K05214
D08056,K00787
D00538,K04834
D11779,K20967
D00188,K08539
D01253,K05181
D08116,K04838
D04264,K04153
D01245,K05184
D09921,K08207
D03274,K04140
D00764,K04813
D00512,K04842
D09539,K04858
D01177,K04215
D01665,K12316
D08513,K05037
D02275,K04818
D03276,K04133
D08692,K04145
D04121,K04581
D08209,K04131
D02246,K04130
D08473,K04215
D00800,K04145
D02253,K05184
D00338,K05192
D02878,K04215
D08655,K04811
D07468,K04837
D00798,K04145
D07951,K04131
D00395,K08530
D11004,K01195
D00481,K04132
D00724,K01542
D12742,K11408
D08490,K04841
D09215,K04840
D12743,K11405
D10459,K14382
D07070,K04132
D00720,K04130
D03274,K04145
D02716,K04858
D08172,K04145
D10191,K00274
D00500,K05175
D01165,K04133
D08098,K05211
D01740,K05184
D04479,K04133
D01532,K04133
D13026,K04577
D08655,K04809
D08655,K04814
D00538,K04855
D03562,K05189
D00318,K04150
D02630,K04855
D03276,K04130
D12742,K11409
D02253,K05192
D12484,K08530
D08235,K04157
D00451,K04153
D01532,K04131
D00267,K05184
D00774,K05208
D08323,K04215
D02625,K04145
D00502,K04144
D10114,K10366
D05459,K05037
D01321,K04145
D01451,K04131
D02275,K04816
D00533,K04834
D09355,K12320
D04540,K04527
D00376,K05175
D02991,K04840
D08116,K04836
D08418,K04131
D07084,K04129
D00267,K05189
D09612,K04840
D08418,K04133
D01316,K05192
D07595,K04838
D01968,K00787
D00810,K00509
D00306,K04277
D08235,K04145
D00788,K04145
D05343,K04819
D00379,K05032
D07595,K04836
D00538,K04842
D02599,K05212
D09215,K04836
D01740,K05186
D02709,K11987
D07879,K13293
D00721,K04131
D10403,K04214
D06887,K05184
D05775,K04837
D06073,K11987
D02246,K04132
D01545,K00509
D01165,K04129
D01745,K04145
D01201,K04133
D01253,K05184
D01101,K04145
D07316,K04157
D00481,K04133
D08427,K00509
D07951,K04132
D07089,K18283
D08686,K04849
D00782,K04130
D03276,K04132
D02716,K04859
D08283,K05175
D01514,K05189
D12743,K11408
D10669,K14158
D03824,K04131
D02593,K01543
D07700,K04157
D07267,K11987
D03562,K05181
D02770,K05192
D12294,K01278
D01811,K11987
D07306,K05212
D02810,K01201
D07299,K04841
D02341,K00509
D11899,K04577
D01316,K05189
D00749,K00254
D00533,K04843
D07468,K04842
D08356,K05181
D08356,K05185
D00673,K04150
D10025,K04581
D01377,K04131
D00765,K04808
D03276,K04129
D09612,K04838
D02246,K04131
D04477,K04527
D01891,K04259
D00315,K11987
D08356,K05186
D00784,K04145
D07589,K05208
D12742,K18671
D09215,K04833
D06053,K04582
D02447,K00796
D00721,K04150
D11928,K04202
D00365,K05192
D05775,K04834
D08655,K04810
D00539,K04855
D08490,K04834
D00120,K00509
D00712,K05175
D01514,K05175
D10120,K01542
D10152,K04160
D05353,K01542
D08639,K04214
D07127,K08557
D01583,K14624
D11214,K04215
D01740,K05175
D05099,K04277
D01450,K04834
D09876,K04145
D08418,K04130
D04048,K04833
D04300,K05185
D02599,K04149
D10653,K11218
D07070,K04133
D11170,K04157
D01292,K05186
D07089,K18436
D12742,K11406
D11106,K11218
D00837,K04215
D10309,K04153
D00941,K00787
D07101,K04145
D07821,K04132
D01450,K04843
D08490,K04833
D04048,K04842
D05092,K06451
D07951,K04129
D08616,K01278
D06887,K05185
D05458,K05035
D05775,K04836
D07832,K04215
D00376,K05185
D07595,K04834
D08209,K04133
D08693,K04144
D08469,K00274
D05031,K01189
D08389,K04129
D13013,K01543
D01450,K04842
D02227,K04215
D02341,K11987
D06072,K00509
D10813,K01279
D08144,K04215
D01532,K04129
D05259,K01543
D04048,K04837
D07065,K04145
D01450,K04837
D00782,K04133
D00267,K05181
D03717,K11987
D07593,K04153
D00512,K04840
D00538,K04840
D07306,K05209
D08491,K08530
D00338,K05181
D08687,K04145
D05699,K04150
D07976,K04144
D08490,K04842
D08463,K01542
D02593,K01542
D00729,K04215
D11082,K05130
D08490,K04843
D01118,K04131
D01355,K04215
D00766,K04816
D01111,K05004
D00594,K05032
D07299,K04842
D08275,K11987
D06072,K11987
D01271,K11987
D00373,K04145
D00299,K08539
D09394,K03043
D09727,K04527
D11106,K04447
D00270,K04157
D00774,K05214
D00843,K04213
D07301,K04132
D01316,K05181
D07272,K04811
D04985,K05175
D00367,K05035
D00151,K00509
D00482,K04215
D07269,K11987
D08490,K04840
D01583,K05405
D04048,K04841
D10355,K04153
D09675,K01201
D00506,K05175
D00506,K05189
D01583,K04519
D02599,K05211
D08484,K00787
D03809,K04215
D00332,K05034
D01245,K05192
D04479,K04130
D00274,K04157
D07700,K04153
D00502,K04145
D05339,K04157
D08182,K04215
D04048,K04838
D07084,K04133
D04924,K04215
D05575,K04146
D02253,K05181
D05775,K04842
D01118,K04130
D00795,K04145
D08638,K04131
D00538,K04836
D01375,K08557
D08897,K14382
D08434,K00509
D12356,K03994
D05458,K05036
D03228,K01189
D07081,K04133
D10377,K01052
D00724,K01543
D07316,K20719
D02730,K04160
D07099,K04133
D02630,K04854
D01253,K05185
D08419,K04133
D08655,K04815
D03710,K11987
D01292,K05184
D07084,K04130
D03824,K04129
D03274,K04138
D00566,K00509
D11838,K03994
D12742,K11407
D04435,K01050
D08425,K04132
D00839,K04215
D06363,K04849
D07701,K04157
D01742,K04145
D05594,K04576
D00335,K05032
D00794,K04157
D00267,K05192
D08655,K04804
D03274,K04157
D01383,K04215
D01207,K01543
D02213,K04145
D01201,K04130
D01253,K05189
D08426,K04133
D00332,K04859
D08116,K04833
D08356,K05175
D02100,K04157
D07272,K04807
D07306,K05208
D01131,K04150
D01292,K05189
D08325,K04129
D11702,K00643
D02630,K04856
D04048,K04834
D10699,K08537
D00723,K04130
D08655,K04813
D02246,K04133
D08233,K04215
D08098,K05208
D00766,K04817
D02599,K05214
D10795,K14342
D07083,K04129
D11925,K11517
D08325,K04130
D01451,K04132
D10829,K00274
D06887,K05192
D05775,K04833
D00338,K05186
D07099,K04129
D03824,K04130
D00538,K04833
D00500,K05192
D01414,K08556
D00152,K00545
D00365,K05185
D00765,K04810
D00338,K05185
D07267,K00509
D02612,K04145
D02627,K04145
D08098,K05209
D08382,K04131
D08693,K04145
D09921,K08208
D00120,K11987
D02100,K04145
D00500,K05181
D02571,K05037
D07589,K05212
D00788,K04144
D08363,K11987
D00267,K05175
D08116,K04837
D00774,K05211
D01316,K05186
D09592,K14382
D05099,K04278
D07070,K04131
D00506,K05181
D08976,K03156
D09215,K04842
D06378,K00787
D11208,K07294
D00729,K04213
D01451,K04129
D07302,K04130
D08356,K05184
D07595,K04837
D08692,K04144
D01514,K05186
D02770,K05185
D08236,K04160
D07089,K19021
D00675,K04153
D00533,K04838
D00538,K04837
D07272,K04814
D00720,K04132
D00794,K04145
D00498,K04214
D01583,K03156
D02355,K00509
D08283,K05186
D08463,K01543
D11716,K14342
D07070,K04129
D00539,K04854
D08116,K04842
D10478,K04215
D00765,K04807
D00428,K00509
D01344,K11987
D00390,K04145
D11780,K20967
D10403,K04213
D00729,K04214
D00720,K04131
D06073,K00509
D08655,K04805
D01344,K00509
D00766,K04803
D09215,K04834
D01854,K05032
D00481,K04131
D05462,K04214
D00538,K04838
D06887,K05181
D00376,K05192
D04300,K05186
D02770,K05175
D04966,K07198
D12816,K01542
D00723,K04131
D00365,K05181
D00415,K04153
D01583,K05443
D07595,K04842
D07272,K04804
D07081,K04131
D12150,K05675
D00595,K07198
D03250,K04527
D02246,K04129
D10479,K04215
D07820,K04130
D08513,K05036
D07281,K00787
D01271,K00509
D00810,K11987
D08160,K04132
D02041,K04819
D01450,K04841
D09813,K03156
D08389,K04132
D07089,K13296
D02784,K01189
D00681,K04157
D09612,K04842
D08427,K11987
D04479,K04129
D12703,K01278
D09539,K04859
D02991,K04838
D01321,K04153
D00512,K04843
D01740,K05185
D06404,K04581
D00422,K04150
D00338,K05189
D08456,K04157
D09876,K04153
D00332,K04861
D00490,K08557
D00365,K05189
D07809,K04215
D00270,K04139
D07272,K04805
D05353,K01543
D04475,K04527
D00536,K05209
D00784,K04146
D04038,K04145
D08969,K04157
D02770,K05184
D06618,K04215
D09894,K00720
D01377,K04132
D08246,K04214
D00782,K04131
D05775,K04843
D01583,K04383
D05632,K04215
D00500,K05184
D10595,K01077
D07589,K05211
D00774,K04149
D04048,K04836
D11477,K03994
D09215,K04843
D12743,K06067
D09394,K03046
D00379,K05004
D00721,K04129
D02275,K04803
D00536,K05211
D03274,K04149
D01245,K05175
D08638,K04132
D01292,K05192
D12182,K24019
D00721,K04130
D08687,K04157
D00538,K04841
D10780,K05199
D13012,K01543
D10811,K04215
D07302,K04129
D01253,K05186
D12742,K06067
D00766,K04818
D00786,K00545
D00399,K13524
D01514,K05192
D00500,K05185
D07821,K04129
D00267,K05186
D09539,K04860
D09387,K02582
D01118,K04133
D00795,K04157
D02599,K05213
D08419,K04130
D01514,K05181
D10669,K14382
D05775,K04840
D08425,K04133
D08638,K04130
D07302,K04133
D07272,K04813
D00282,K05917
D00594,K05004
D03496,K04819
D08341,K04145
D05575,K04147
D00837,K04214
D00566,K11987
D00843,K04214
D08098,K05212
D01292,K05181
D00481,K04129
D07468,K04836
D07301,K04133
D00512,K04838
D08094,K04145
D00306,K04278
D05339,K04145
D07272,K04810
D07821,K04133
D02430,K05032
D00320,K04215
D00136,K04145
D00506,K05186
D10355,K04157
D00500,K05186
D11034,K04581
D02554,K03043
D07084,K04131
D02163,K04145
D01245,K05189
D00766,K04812
D07868,K04145
D11360,K04581
D07097,K08155
D06887,K05189
D00570,K07375
D01118,K04129
D10663,K04577
D08419,K04132
D08838,K01049
D07081,K04132
D00781,K00545
D07701,K04160
D10200,K14382
D02622,K04145
D08342,K04145
D08356,K05192
D05462,K04215
D05092,K06450
D11744,K12316
D02991,K04841
D02716,K04861
D08356,K05189
D07301,K04129
D02599,K05210
D02571,K05036
D00721,K04132
D07595,K04833
D06886,K06483
D09973,K00502
D02092,K04819
D10196,K14382
D08637,K04145
D00533,K04833
D07084,K04132
D07094,K04857
D08382,K04130
D01451,K04133
D08209,K04130
D08116,K04840
D07595,K04840
D05775,K04838
D08098,K05210
D12743,K11406
D01207,K01542
D07951,K04133
D08655,K04808
D04048,K04840
D01740,K05181
D11303,K12332
D02253,K05189
D08655,K04807
D00270,K04145
D01165,K04130
D01301,K08557
D00631,K04893
D09997,K04145
D00617,K04850
D07882,K05917
D02456,K04837
D08067,K04166
D02907,K04834
D02096,K04838
D09729,K04581
D00295,K04150
D08996,K01278
D05024,K04854
D08238,K18438
D03088,K04130
D03503,K04150
D01104,K04851
D08941,K04857
D01664,K05917
D07943,K04853
D01112,K08526
D01553,K04851
D07983,K00021
D02064,K04131
D02096,K04834
D02907,K04840
D01980,K05917
D00631,K04856
D09360,K08537
D09013,K06450
D03801,K05035
D11522,K24803
D11881,K04857
D03814,K04130
D00389,K08557
D11973,K20731
D07867,K04819
D10195,K14382
D11620,K04213
D04868,K04131
D08352,K07198
D02907,K04843
D00624,K01283
D06412,K01380
D11970,K11218
D07805,K05037
D11968,K01278
D01006,K04131
D02907,K04837
D07187,K07294
D01006,K04129
D00619,K04850
D01775,K05917
D07520,K04905
D07202,K05771
D03521,K07294
D07520,K04856
D02456,K04834
D07686,K04145
D11652,K12040
D08193,K08557
D07509,K04851
D08270,K04853
D01093,K00511
D07079,K04130
D02165,K07375
D11043,K14382
D05731,K04277
D04768,K05955
D02356,K04853
D08238,K18283
D10226,K01389
D11611,K04362
D02427,K05032
D01550,K00511
D08941,K04851
D08238,K13755
D04636,K08529
D04257,K05184
D02096,K04833
D07992,K01283
D01969,K04857
D03208,K01380
D02754,K08529
D03814,K04133
D08516,K01278
D07113,K04214
D00271,K05032
D11114,K01543
D01538,K04133
D07884,K05917
D09544,K02622
D01849,K04851
D02297,K24802
D02082,K04166
D10843,K01059
D08238,K13293
D01984,K01543
D00886,K05917
D00209,K07375
D02145,K05175
D09975,K00502
D00631,K04878
D04358,K03156
D09544,K02470
D00316,K08526
D07943,K04857
D08009,K04850
D02085,K13296
D05276,K04132
D03495,K04819
D04028,K14074
D10711,K07294
D08464,K01389
D08238,K13298
D02045,K04851
D08225,K01283
D11077,K00500
D01149,K08557
D08369,K00545
D09638,K14463
D10557,K13050
D11225,K08529
D01538,K04132
D07724,K07294
D11812,K01136
D07444,K05035
D00883,K00511
D11550,K05494
D04257,K05181
D01132,K08529
D11692,K05704
D00620,K01283
D00629,K04851
D05024,K04851
D11550,K05489
D00631,K04850
D11046,K11217
D07917,K01543
D06877,K04129
D00619,K04857
D11648,K08759
D01104,K04853
D05442,K04850
D07520,K04851
D02500,K05404
D09029,K01201
D07102,K04145
D07509,K04857
D07201,K05771
D08083,K06590
D07060,K00796
D03753,K01283
D03814,K04132
D04868,K04130
D01538,K04131
D02088,K04833
D02206,K07198
D01077,K04132
D07827,K05771
D02456,K04840
D05782,K01203
D07943,K04850
D00944,K07198
D00187,K08539
D00381,K00511
D01908,K04853
D02236,K04145
D00271,K05004
D01297,K04133
D02456,K04836
D02096,K04843
D06612,K12320
D01173,K04851
D07185,K04851
D05276,K04133
D09339,K01543
D01667,K01283
D01147,K02470
D00631,K04851
D10760,K03899
D03814,K04131
D07520,K01539
D07193,K05917
D02147,K04142
D11046,K11219
D02906,K04837
D02068,K01049
D02087,K04838
D07997,K04153
D03801,K05036
D10021,K05917
D00617,K04851
D05480,K06268
D05535,K04130
D08351,K07198
D01648,K04130
D00618,K04853
D07615,K15680
D06574,K04222
D01969,K04850
D00615,K04851
D07520,K04853
D08892,K04851
D05674,K08557
D00734,K08537
D09544,K02621
D02456,K04833
D08111,K04853
D00631,K05005
D02145,K05195
D00719,K04131
D07499,K01283
D08892,K04857
D08529,K01283
D00438,K04851
D02906,K04833
D11534,K06451
D02356,K04857
D10939,K04133
D00362,K01283
D08941,K04850
D00316,K08525
D04201,K05771
D01173,K04849
D08155,K04853
D04499,K01136
D01173,K04853
D02582,K05917
D08340,K04857
D02088,K04840
D03860,K04215
D07196,K04149
D01464,K05771
D07175,K04819
D10354,K05071
D07892,K01283
D11534,K06466
D03713,K05037
D03814,K04129
D11400,K11217
D04531,K04136
D00455,K01542
D00147,K04132
D09979,K05435
D01173,K04857
D02088,K04842
D11567,K04581
D01648,K04131
D05442,K04857
D00522,K04166
D07520,K04855
D10932,K04850
D11451,K08557
D02906,K04840
D04107,K03164
D00625,K12316
D00615,K04853
D00434,K00021
D02069,K04130
D02097,K05034
D08688,K01283
D05255,K01059
D00629,K04857
D02085,K19021
D04217,K05771
D01077,K04129
D11080,K22630
D02557,K05917
D09544,K02469
D01125,K08539
D11620,K04215
D11024,K12311
D00383,K01283
D10742,K04222
D04790,K05011
D11776,K04166
D02045,K04853
D00334,K07294
D01849,K04857
D08843,K04581
D03605,K05031
D01104,K04857
D00631,K04855
D06883,K05917
D01112,K08529
D04687,K03156
D07444,K05036
D01849,K04850
D08492,K00021
D02088,K04834
D11975,K04197
D00629,K04850
D02069,K04133
D07563,K04145
D09013,K06452
D02829,K04819
D08217,K04853
D04208,K05771
D02456,K04841
D00631,K05004
D07980,K05771
D11723,K04850
D02069,K04131
D07748,K04228
D08155,K04857
D02906,K04843
D05480,K17610
D05024,K04856
D07715,K05771
D08903,K01543
D05261,K01543
D01969,K04851
D07687,K04145
D00348,K08528
D03088,K04131
D06010,K04166
D00631,K04997
D01112,K08528
D02096,K04837
D00147,K04131
D10895,K04222
D00328,K05771
D00618,K04851
D00631,K01539
D11541,K05115
D02729,K04145
D12246,K01542
D07450,K04850
D01620,K05917
D00316,K08527
D02088,K04837
D11923,K08530
D04370,K04819
D11929,K04202
D00615,K04850
D00631,K04905
D02069,K04129
D11972,K20731
D02914,K04853
D08378,K08530
D01908,K04851
D07520,K04857
D07520,K04878
D01899,K15680
D07520,K04854
D07520,K04926
D03767,K01283
D11334,K04199
D04657,K04853
D00885,K05917
D11611,K05093
D04768,K05954
D12246,K01543
D03752,K01283
D05024,K04850
D01500,K04214
D01297,K04132
D00438,K04857
D11365,K09093
D08495,K04150
D05535,K04129
D00719,K04129
D11046,K04447
D11046,K11218
D08238,K18437
D00336,K05032
D00349,K04850
D07185,K04853
D02906,K04836
D08628,K04263
D01984,K01542
D07494,K04850
D11522,K24802
D11974,K04198
D02064,K04132
D03765,K01283
D11114,K01542
D09038,K01380
D01966,K14461
D07676,K05917
D07943,K04851
D07118,K05032
D07079,K04131
D07117,K05032
D07494,K04853
D01908,K04857
D08270,K04857
D07185,K04857
D02096,K04836
D01366,K07294
D04657,K04857
D00627,K04166
D01327,K05771
D01969,K04853
D07509,K04853
D04257,K05175
D04657,K04850
D04670,K01217
D11257,K08530
D02045,K04850
D05024,K04853
D07687,K04144
D03779,K04671
D08903,K01542
D11580,K01283
D10335,K13050
D08009,K04857
D01356,K05032
D00626,K04166
D00357,K04166
D07596,K00511
D08217,K04855
D02088,K04836
D11653,K12040
D00147,K04133
D08892,K04850
D09997,K04153
D10932,K04857
D06613,K04157
D04040,K04166
D08217,K04851
D07748,K04226
D00719,K04133
D01003,K04131
D02440,K00796
D02356,K04850
D01173,K04850
D03034,K00384
D11570,K00787
D11691,K05704
D01112,K08525
D04859,K26102
D00719,K04132
D12358,K04527
D07520,K05001
D07079,K04129
D07972,K05771
D11881,K04850
D10188,K04215
D00617,K04853
D00459,K01283
D00621,K01283
D08111,K04851
D10939,K04130
D07861,K04215
D11881,K04851
D05595,K04576
D00440,K04150
D01077,K04130
